Customer_Ref,Marital Status,Gender,Annual Income,Total Children,EducationLevel,Occupation,Age,Home Owner,,
customer12770,S,m,"£57,278",0,Graduate Degree,Skilled Manual,53,N,,
customer12771,M,m,"£66,655",1,Partial High School,Skilled Manual,42,Y,,
customer12772,S,f,"£60,705",5,Graduate Degree,Manual,50,N,,
customer12773,S,m,"£75,400",2,Partial High School,Management,46,Y,,
customer12774,S,f,"£68,265",5,Partial High School,Professional,46,N,,
customer12775,M,f,"£59,040",2,Partial High School,Skilled Manual,32,Y,,
customer12776,M,m,"£73,667",5,Graduate Degree,Skilled Manual,35,Y,,
customer12777,M,m,"£79,996",2,Bachelors,Clerical,26,Y,,
customer12778,S,f,"£47,947",4,Graduate Degree,Management,27,N,,
customer12779,M,f,"£53,786",5,High School,Clerical,26,Y,,
customer12780,M,m,"£37,983",3,Partial High School,Management,51,N,,
customer12781,S,f,"£38,700",3,Bachelors,Management,39,Y,,
customer12782,S,m,"£77,117",3,Partial College,Management,44,N,,
customer12783,M,m,"£83,788",4,Partial College,Management,49,Y,,
customer12784,M,m,"£77,607",3,Partial High School,Management,37,Y,,
customer12785,M,m,"£47,668",4,Graduate Degree,Management,51,N,,
customer12786,S,m,"£72,416",1,Graduate Degree,Professional,42,N,,
customer12787,S,m,"£49,021",1,Graduate Degree,Manual,49,Y,,
customer12788,S,f,"£37,329",5,Graduate Degree,Clerical,53,N,,
customer12789,M,f,"£66,315",5,Bachelors,Clerical,34,N,,
customer12790,M,m,"£77,621",2,Bachelors,Management,52,N,,
customer12791,S,m,"£61,522",3,High School,Professional,34,N,,
customer12792,S,m,"£82,298",5,Partial College,Professional,32,N,,
customer12793,S,f,"£54,350",5,High School,Professional,30,N,,
customer12794,M,m,"£66,834",4,High School,Management,52,N,,
customer12795,M,m,"£52,392",5,Partial College,Skilled Manual,49,Y,,
customer12796,M,m,"£78,422",0,Partial College,Management,39,Y,,
customer12797,S,m,"£83,768",1,High School,Professional,35,Y,,
customer12798,M,f,"£73,842",2,Partial College,Manual,53,Y,,
customer12799,M,f,"£57,207",5,Graduate Degree,Management,31,N,,
customer12800,M,m,"£51,315",3,Partial High School,Manual,55,Y,,
customer12801,S,f,"£88,144",1,Partial High School,Clerical,28,Y,,
customer12802,M,f,"£42,656",5,Partial High School,Professional,45,N,,
customer12803,S,m,"£44,328",1,Graduate Degree,Manual,43,Y,,
customer12804,M,f,"£32,846",4,Graduate Degree,Manual,28,Y,,
customer12805,S,m,"£52,097",2,High School,Manual,22,Y,,
customer12806,M,m,"£46,617",0,High School,Skilled Manual,23,N,,
customer12807,S,f,"£68,642",1,Bachelors,Professional,38,Y,,
customer12808,S,f,"£51,616",1,Partial College,Clerical,53,N,,
customer12809,S,f,"£32,246",5,Partial High School,Clerical,42,N,,
customer12810,S,f,"£89,160",2,Partial High School,Management,41,N,,
customer12811,M,f,"£64,082",0,Partial High School,Management,36,Y,,
customer12812,S,m,"£45,195",3,Partial College,Clerical,22,N,,
customer12813,S,f,"£80,243",0,Partial High School,Professional,41,Y,,
customer12814,M,f,"£86,816",0,Partial College,Management,45,Y,,
customer12815,M,m,"£38,980",4,High School,Clerical,54,N,,
customer12816,M,f,"£30,375",5,Graduate Degree,Professional,36,N,,
customer12817,S,f,"£46,214",5,High School,Manual,38,Y,,
customer12818,M,f,"£42,195",5,Partial College,Professional,31,N,,
customer12819,M,m,"£84,199",4,Partial College,Clerical,39,Y,,
customer12820,S,m,"£84,523",0,High School,Clerical,22,N,,
customer12821,M,f,"£30,979",5,Bachelors,Professional,28,N,,
customer12822,S,m,"£52,599",1,Graduate Degree,Management,41,N,,
customer12823,M,m,"£54,230",2,Bachelors,Manual,55,Y,,
customer12824,S,m,"£62,989",2,Graduate Degree,Management,22,N,,
customer12825,S,f,"£73,224",3,Graduate Degree,Clerical,34,Y,,
customer12826,M,m,"£45,727",2,Partial College,Skilled Manual,46,N,,
customer12827,M,m,"£63,169",3,Partial High School,Clerical,54,Y,,
customer12828,S,m,"£86,433",5,Partial College,Manual,53,Y,,
customer12829,M,f,"£68,705",0,Partial College,Skilled Manual,39,Y,,
customer12830,M,m,"£76,385",5,Graduate Degree,Clerical,54,N,,
customer12831,M,f,"£45,295",2,Partial College,Professional,38,N,,
customer12832,M,m,"£49,632",3,Graduate Degree,Professional,52,N,,
customer12833,M,m,"£50,826",3,Graduate Degree,Skilled Manual,43,Y,,
customer12834,M,f,"£78,672",0,Partial College,Professional,36,N,,
customer12835,M,f,"£67,262",3,Graduate Degree,Clerical,25,N,,
customer12836,S,m,"£86,907",3,Graduate Degree,Manual,51,N,,
customer12837,M,f,"£72,406",0,Graduate Degree,Clerical,22,Y,,
customer12838,M,m,"£34,812",5,Graduate Degree,Clerical,31,Y,,
customer12839,S,f,"£80,767",3,Partial High School,Manual,42,N,,
customer12840,M,m,"£89,949",1,Partial College,Skilled Manual,31,N,,
customer12841,M,m,"£52,926",5,Graduate Degree,Management,38,Y,,
customer12842,M,f,"£30,749",3,High School,Management,46,N,,
customer12843,M,m,"£48,138",3,Graduate Degree,Management,34,Y,,
customer12844,M,m,"£86,726",4,Bachelors,Skilled Manual,45,N,,
customer12845,M,m,"£50,733",5,Partial High School,Professional,53,N,,
customer12846,M,f,"£54,242",5,Bachelors,Skilled Manual,29,N,,
customer12847,S,f,"£80,328",2,Partial High School,Skilled Manual,50,Y,,
customer12848,S,f,"£85,395",5,Partial College,Management,26,N,,
customer12849,M,m,"£48,143",1,Graduate Degree,Manual,26,Y,,
customer12850,S,m,"£79,974",2,Partial High School,Management,39,N,,
customer12851,M,f,"£51,632",5,Bachelors,Clerical,39,Y,,
customer12852,S,f,"£75,009",1,Partial College,Management,22,N,,
customer12853,M,m,"£58,524",1,High School,Clerical,24,N,,
customer12854,M,f,"£78,291",5,High School,Manual,22,N,,
customer12855,S,f,"£49,405",5,Partial High School,Manual,23,Y,,
customer12856,M,f,"£65,955",3,High School,Clerical,25,Y,,
customer12857,S,f,"£60,101",3,High School,Clerical,26,Y,,
customer12858,M,m,"£65,996",1,Partial High School,Skilled Manual,25,N,,
customer12859,S,f,"£76,200",2,Bachelors,Management,55,N,,
customer12860,S,m,"£52,300",2,Partial College,Clerical,55,N,,
customer12861,S,m,"£45,212",4,High School,Management,38,N,,
customer12862,S,f,"£42,131",4,Partial College,Clerical,45,N,,
customer12863,S,m,"£58,872",4,High School,Skilled Manual,34,N,,
customer12864,M,f,"£65,447",5,High School,Skilled Manual,33,Y,,
customer12865,S,m,"£48,332",2,Partial College,Skilled Manual,54,Y,,
customer12866,M,m,"£39,695",5,Bachelors,Clerical,28,Y,,
customer12867,M,m,"£69,002",4,Partial High School,Management,24,Y,,
customer12868,M,m,"£69,476",5,Bachelors,Skilled Manual,45,Y,,
customer12869,M,m,"£82,448",0,Partial High School,Manual,34,N,,
customer12870,M,m,"£52,848",4,Graduate Degree,Professional,37,N,,
customer12871,M,f,"£40,269",3,Partial High School,Skilled Manual,32,N,,
customer12872,M,m,"£58,732",3,Partial College,Clerical,22,Y,,
customer12873,M,m,"£30,451",0,Partial College,Manual,33,N,,
customer12874,S,f,"£79,498",4,Partial College,Manual,49,N,,
customer12875,M,f,"£50,148",0,Bachelors,Management,23,Y,,
customer12876,M,m,"£83,941",2,Partial College,Management,28,Y,,
customer12877,S,f,"£35,770",2,Bachelors,Management,39,N,,
customer12878,M,m,"£53,057",3,Partial High School,Manual,28,N,,
customer12879,S,m,"£48,240",5,Partial College,Clerical,41,N,,
customer12880,S,f,"£85,384",3,Graduate Degree,Clerical,48,N,,
customer12881,S,f,"£71,052",3,Partial High School,Professional,30,Y,,
customer12882,M,m,"£88,311",0,Partial High School,Professional,50,N,,
customer12883,S,f,"£44,305",4,Graduate Degree,Clerical,30,N,,
customer12884,S,f,"£78,443",2,Partial High School,Professional,53,Y,,
customer12885,S,f,"£46,317",5,High School,Clerical,43,Y,,
customer12886,S,m,"£85,117",0,Partial High School,Management,43,Y,,
customer12887,S,f,"£62,865",3,Partial College,Management,24,Y,,
customer12888,M,m,"£56,134",4,High School,Management,38,Y,,
customer12889,S,f,"£81,126",1,Bachelors,Clerical,42,N,,
customer12890,M,f,"£67,844",4,Bachelors,Skilled Manual,22,Y,,
customer12891,M,f,"£63,107",3,Bachelors,Manual,26,Y,,
customer12892,M,f,"£76,286",4,Graduate Degree,Management,50,Y,,
customer12893,S,m,"£32,718",3,Bachelors,Clerical,53,N,,
customer12894,S,m,"£70,094",5,Partial High School,Manual,47,N,,
customer12895,S,f,"£57,158",2,Partial College,Clerical,31,N,,
customer12896,S,f,"£40,697",1,Bachelors,Clerical,37,Y,,
customer12897,M,m,"£59,164",2,High School,Manual,30,N,,
customer12898,M,f,"£41,703",3,Partial College,Management,42,Y,,
customer12899,S,m,"£87,093",4,Bachelors,Manual,44,N,,
customer12900,M,m,"£70,822",1,Partial High School,Clerical,36,N,,
customer12901,S,m,"£80,500",3,High School,Management,51,Y,,
customer12902,M,f,"£49,553",0,Partial College,Management,47,N,,
customer12903,S,m,"£80,536",0,High School,Clerical,34,Y,,
customer12904,M,m,"£86,216",4,Partial College,Clerical,30,Y,,
customer12905,M,m,"£86,293",3,Graduate Degree,Clerical,34,N,,
customer12906,M,f,"£77,240",1,Partial High School,Clerical,41,Y,,
customer12907,S,f,"£68,460",5,Bachelors,Professional,42,N,,
customer12908,M,f,"£58,155",2,Partial High School,Manual,35,Y,,
customer12909,S,m,"£72,807",4,Bachelors,Clerical,27,Y,,
customer12910,S,f,"£43,369",3,Partial High School,Clerical,54,N,,
customer12911,M,f,"£80,883",3,Partial College,Manual,26,Y,,
customer12912,S,m,"£89,948",1,Partial High School,Clerical,26,N,,
customer12913,S,m,"£76,121",2,Graduate Degree,Skilled Manual,37,N,,
customer12914,M,f,"£35,994",1,Bachelors,Skilled Manual,38,Y,,
customer12915,M,f,"£55,831",2,Partial High School,Manual,53,N,,
customer12916,M,m,"£31,499",1,Partial College,Clerical,41,N,,
customer12917,M,f,"£53,245",1,High School,Professional,32,Y,,
customer12918,M,f,"£35,552",1,Partial High School,Skilled Manual,25,Y,,
customer12919,M,m,"£48,120",4,High School,Professional,35,N,,
customer12920,M,m,"£82,537",3,Graduate Degree,Professional,29,Y,,
customer12921,S,m,"£64,859",5,Partial High School,Clerical,54,Y,,
customer12922,M,f,"£74,173",3,Bachelors,Clerical,51,N,,
customer12923,S,m,"£63,950",1,Bachelors,Clerical,42,N,,
customer12924,M,f,"£77,074",4,High School,Manual,25,N,,
customer12925,M,m,"£46,742",3,High School,Management,38,Y,,
customer12926,M,m,"£88,909",1,High School,Manual,27,N,,
customer12927,M,f,"£31,471",0,Partial High School,Manual,24,Y,,
customer12928,S,f,"£53,766",4,Partial College,Management,52,N,,
customer12929,M,f,"£33,157",3,Graduate Degree,Management,55,N,,
customer12930,M,f,"£38,254",4,Bachelors,Manual,26,Y,,
customer12931,M,m,"£63,876",5,Graduate Degree,Clerical,45,Y,,
customer12932,S,f,"£74,552",3,High School,Professional,46,N,,
customer12933,S,m,"£54,881",5,High School,Manual,28,Y,,
customer12934,M,f,"£86,124",1,Partial High School,Manual,30,N,,
customer12935,M,m,"£40,772",3,Partial High School,Management,43,N,,
customer12936,S,m,"£45,006",0,Bachelors,Management,44,Y,,
customer12937,M,m,"£88,456",1,Partial High School,Manual,46,Y,,
customer12938,S,m,"£83,274",0,Graduate Degree,Management,50,Y,,
customer12939,S,f,"£54,764",2,Partial College,Clerical,29,N,,
customer12940,M,m,"£43,688",3,High School,Management,22,Y,,
customer12941,M,f,"£34,258",3,High School,Skilled Manual,39,Y,,
customer12942,S,m,"£58,413",3,High School,Professional,55,N,,
customer12943,M,f,"£61,061",3,Partial College,Professional,28,N,,
customer12944,M,m,"£49,985",4,Graduate Degree,Manual,35,N,,
customer12945,M,m,"£82,562",3,High School,Clerical,49,Y,,
customer12946,S,f,"£60,913",0,Partial High School,Manual,46,N,,
customer12947,S,m,"£83,723",1,Partial High School,Clerical,49,Y,,
customer12948,S,f,"£75,239",0,Bachelors,Clerical,29,Y,,
customer12949,M,f,"£81,387",5,Partial College,Manual,46,Y,,
customer12950,S,m,"£68,429",5,Partial High School,Professional,41,N,,
customer12951,S,f,"£70,225",0,Partial High School,Professional,49,N,,
customer12952,S,f,"£74,777",4,Partial High School,Manual,52,Y,,
customer12953,M,m,"£61,292",5,High School,Skilled Manual,28,Y,,
customer12954,S,m,"£68,237",2,Partial High School,Skilled Manual,43,Y,,
customer12955,S,m,"£44,375",2,Graduate Degree,Manual,32,Y,,
customer12956,M,f,"£70,875",2,High School,Management,42,Y,,
customer12957,M,m,"£51,638",3,Partial College,Management,35,Y,,
customer12958,S,f,"£73,442",0,Partial College,Professional,23,Y,,
customer12959,M,f,"£71,398",0,High School,Professional,32,Y,,
customer12960,M,m,"£81,830",1,Bachelors,Management,47,Y,,
customer12961,S,m,"£68,182",1,High School,Professional,36,N,,
customer12962,S,f,"£56,844",5,High School,Skilled Manual,41,N,,
customer12963,S,f,"£67,629",1,Partial High School,Management,34,Y,,
customer12964,S,m,"£44,601",2,Bachelors,Manual,50,Y,,
customer12965,S,f,"£85,660",0,Bachelors,Skilled Manual,48,N,,
customer12966,S,m,"£89,495",4,High School,Management,48,Y,,
customer12967,M,f,"£76,981",5,Partial College,Skilled Manual,55,N,,
customer12968,S,m,"£62,912",2,Graduate Degree,Clerical,28,Y,,
customer12969,M,m,"£73,566",5,Graduate Degree,Manual,40,N,,
customer12970,S,m,"£61,112",4,Partial High School,Management,22,Y,,
customer12971,M,f,"£85,942",3,Partial High School,Management,50,Y,,
customer12972,S,f,"£64,584",4,Partial High School,Management,27,Y,,
customer12973,M,f,"£62,064",4,Partial College,Management,27,N,,
customer12974,S,f,"£67,730",4,Partial College,Manual,36,N,,
customer12975,S,m,"£62,296",0,Partial College,Skilled Manual,22,Y,,
customer12976,M,m,"£48,561",0,Partial High School,Management,48,N,,
customer12977,M,m,"£57,592",1,Bachelors,Management,37,N,,
customer12978,S,m,"£67,776",0,High School,Management,54,Y,,
customer12979,S,f,"£81,311",5,Bachelors,Professional,51,Y,,
customer12980,M,m,"£63,186",1,Partial High School,Skilled Manual,32,N,,
customer12981,M,f,"£58,646",5,Partial College,Professional,23,Y,,
customer12982,S,m,"£54,918",1,Bachelors,Manual,38,N,,
customer12983,M,f,"£59,966",2,Partial High School,Professional,23,Y,,
customer12984,M,m,"£75,628",5,Bachelors,Management,33,N,,
customer12985,S,f,"£72,792",5,Partial High School,Clerical,33,Y,,
customer12986,S,m,"£59,474",1,Bachelors,Management,37,N,,
customer12987,M,f,"£65,460",1,Partial High School,Clerical,25,N,,
customer12988,M,f,"£88,540",0,Bachelors,Management,39,Y,,
customer12989,S,f,"£56,390",2,Graduate Degree,Professional,41,Y,,
customer12990,M,f,"£77,769",1,High School,Management,47,Y,,
customer12991,S,m,"£34,236",5,Graduate Degree,Skilled Manual,23,N,,
customer12992,M,m,"£62,467",3,Partial College,Professional,46,Y,,
customer12993,S,f,"£81,141",2,Bachelors,Clerical,25,N,,
customer12994,S,f,"£41,220",3,Bachelors,Management,34,Y,,
customer12995,M,f,"£84,996",4,Graduate Degree,Management,31,Y,,
customer12996,M,f,"£36,890",0,Graduate Degree,Management,37,N,,
customer12997,S,f,"£78,663",2,Partial College,Clerical,35,N,,
customer12998,M,m,"£59,493",4,High School,Professional,51,Y,,
customer12999,S,m,"£60,854",3,Partial College,Professional,49,Y,,
customer13000,M,m,"£85,527",4,Partial College,Clerical,36,N,,
customer13001,M,f,"£58,509",1,High School,Clerical,29,N,,
customer13002,S,f,"£71,216",2,Partial High School,Manual,24,Y,,
customer13003,M,f,"£57,009",3,Graduate Degree,Management,31,N,,
customer13004,S,m,"£36,939",4,Graduate Degree,Clerical,35,N,,
customer13005,S,m,"£65,654",5,Bachelors,Management,46,N,,
customer13006,S,f,"£71,758",5,High School,Management,36,N,,
customer13007,M,m,"£74,779",5,Partial College,Skilled Manual,42,N,,
customer13008,S,f,"£37,680",3,Bachelors,Manual,31,N,,
customer13009,M,f,"£51,543",1,High School,Manual,47,Y,,
customer13010,S,m,"£43,007",2,Partial College,Professional,35,Y,,
customer13011,M,m,"£43,031",3,Partial College,Manual,47,Y,,
customer13012,M,m,"£39,678",4,Partial College,Professional,55,Y,,
customer13013,S,f,"£59,116",0,Graduate Degree,Manual,30,N,,
customer13014,S,m,"£55,996",2,Partial High School,Management,33,Y,,
customer13015,S,f,"£51,104",0,Bachelors,Professional,22,Y,,
customer13016,M,f,"£84,500",2,Partial High School,Management,45,Y,,
customer13017,M,f,"£60,163",2,Partial College,Manual,54,Y,,
customer13018,M,f,"£66,997",3,Partial High School,Management,37,N,,
customer13019,S,f,"£75,573",5,Graduate Degree,Professional,36,Y,,
customer13020,M,m,"£67,424",5,Graduate Degree,Clerical,50,N,,
customer13021,S,f,"£42,260",4,High School,Professional,35,N,,
customer13022,M,f,"£60,726",4,Graduate Degree,Professional,22,Y,,
customer13023,S,m,"£33,215",2,Graduate Degree,Skilled Manual,49,Y,,
customer13024,M,m,"£51,161",4,High School,Management,30,Y,,
customer13025,M,f,"£36,045",3,Partial High School,Professional,32,Y,,
customer13026,S,f,"£78,028",2,Graduate Degree,Management,54,N,,
customer13027,M,m,"£34,953",5,Partial High School,Professional,49,Y,,
customer13028,M,f,"£80,049",4,Partial High School,Skilled Manual,31,N,,
customer13029,M,m,"£64,477",3,Bachelors,Professional,35,N,,
customer13030,S,m,"£72,058",2,Partial High School,Skilled Manual,40,N,,
customer13031,M,m,"£31,764",2,Graduate Degree,Management,28,N,,
customer13032,S,m,"£71,284",4,Partial College,Management,32,N,,
customer13033,M,m,"£38,530",3,Graduate Degree,Skilled Manual,32,Y,,
customer13034,S,f,"£33,509",0,High School,Skilled Manual,52,Y,,
customer13035,S,f,"£37,037",2,Partial High School,Professional,32,N,,
customer13036,M,m,"£70,107",5,Bachelors,Clerical,39,Y,,
customer13037,M,m,"£77,165",3,Graduate Degree,Manual,42,Y,,
customer13038,S,f,"£53,876",0,Graduate Degree,Clerical,52,Y,,
customer13039,M,f,"£47,849",0,Bachelors,Management,30,Y,,
customer13040,S,f,"£41,229",3,High School,Manual,30,N,,
customer13041,M,m,"£34,990",2,Partial College,Clerical,37,Y,,
customer13042,S,f,"£73,222",5,Bachelors,Manual,42,N,,
customer13043,M,f,"£35,450",4,Partial College,Professional,38,N,,
customer13044,M,f,"£52,728",2,Graduate Degree,Skilled Manual,26,Y,,
customer13045,M,m,"£66,645",0,High School,Manual,38,N,,
customer13046,M,f,"£45,135",1,Bachelors,Clerical,28,Y,,
customer13047,S,f,"£82,405",2,Graduate Degree,Manual,41,N,,
customer13048,S,f,"£80,838",4,Graduate Degree,Clerical,44,Y,,
customer13049,S,f,"£85,435",4,Bachelors,Clerical,22,N,,
customer13050,M,m,"£45,797",5,Graduate Degree,Professional,40,Y,,
customer13051,M,f,"£43,156",2,Partial High School,Management,43,N,,
customer13052,S,f,"£44,418",1,Bachelors,Professional,44,Y,,
customer13053,S,f,"£83,581",0,Partial College,Manual,51,N,,
